Production_Hours,Workforce_Size,Machine_Efficiency,Raw_Materials_Cost,Maintenance_Hours,Shift_Hours,Total_Production,Production Type,Production Line,Supplier,Date,Production_Volume_Per_Hour,Timestamp_Hour,Department,Equipment_Age_Category,Shift_Category,Project_Complexity,Quality_Risk_Level,Energy_Efficiency_Level,Production_Flexibility,Supply_Chain_Resilience
-0.37,-0.33,-0.26,-0.3,-0.04,0.53,-1.42, Automotive Parts,Line B,Quantum Resource Group,08/08/2023,-2.03,19,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.16,0.1,-0.23,0.74,0.41,0.12,2.65, Industrial Equipment,Line D,NorthStar Manufacturing,08/12/2023,1.83,20,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.92,0.92,0.21,0.51,0.32,0.86,1.98, Precision Components,Line E,Advanced Materials Inc.,13/10/2023,0.83,20,Production,Medium,High,Moderate,Medium,Medium_Consumption,Flexible,Medium
1.22,0.84,0.69,0.9,0.6,1.33,4.25, Automotive Parts,Line B,Precision Parts Supply,21/06/2023,1.53,20,Production,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.39,-0.29,-0.15,0.61,0.5,-0.4,2.39, Automotive Parts,Line B,TechCore Suppliers,24/08/2023,6.27,17,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.21,-0.71,0.16,-0.19,-0.24,-0.06,2.92, Industrial Equipment,Line D,Advanced Materials Inc.,15/06/2023,1.06,20,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.77,1.41,2.57,1.62,1.64,1.41,10.61, Consumer Goods,Line C,EuroTrade Supplies,06/07/2023,7.18,18,Quality_Control,New,High,Complex,High,High_Consumption,Flexible,High
1.97,1.75,1.9,2.06,2,2,9.13, Electronics,Line A,Industrial Innovations LLC,19/06/2023,1.84,3,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
0.06,-0.79,0.27,0.69,0.71,-0.14,2.89, Consumer Goods,Line C,Apex Industrial Solutions,21/02/2023,4.08,12,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.1,-0.67,-0.75,-0.93,-0.07,-0.31,-4.02, Consumer Goods,Line C,EuroTrade Supplies,15/11/2023,-7.14,17,Logistics,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.69,0.87,1.37,0.18,0.67,0.37,1.78, Automotive Parts,Line B,Quantum Resource Group,08/07/2023,0.95,19,Maintenance,New,Medium,Moderate,High,Medium_Consumption,Moderate,Medium
-0.9,-0.78,-0.28,-0.93,-0.57,-0.21,-7.21, Automotive Parts,Line B,TechCore Suppliers,30/04/2023,-36.72,23,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.58,-0.72,-0.71,-0.48,-0.35,-0.68,0.09, Automotive Parts,Line B,TechCore Suppliers,15/04/2023,0.33,12,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.06,0.43,0.14,-0.31,-0.02,0.18,-1.26, Precision Components,Line E,Quantum Resource Group,11/06/2023,-1.6,18,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.35,-0.91,-0.96,-0.4,-0.23,-1.04,-4.27, Precision Components,Line E,Industrial Innovations LLC,22/10/2023,21.93,16,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.09,0.1,0.83,0.71,0.7,0.16,0.52, Electronics,Line A,GlobalTech Components,10/02/2023,0.58,0,Production,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.93,-0.49,-0.6,-0.39,-0.15,-1.31,-1.97, Automotive Parts,Line B,Advanced Materials Inc.,30/12/2023,-29.49,5,Quality_Control,Old,Low,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.63,1.29,-0.57,0.35,0.37,1.09,1.89, Industrial Equipment,Line D,NorthStar Manufacturing,14/06/2023,1.39,18,Logistics,Old,High,Moderate,Medium,Medium_Consumption,Flexible,Medium
-0.65,-0.25,-0.95,-1.3,-1.67,-1.76,-7.8, Automotive Parts,Line B,Quantum Resource Group,17/11/2023,-20.28,19,Quality_Control,Old,Low,Simple,Medium,Low_Consumption,Moderate,Low
0.54,-0.09,0.5,0.06,0.98,0.67,3, Precision Components,Line E,NorthStar Manufacturing,01/12/2023,2.34,0,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.18,-0.34,0.24,-0.27,-1.02,0.51,-3.37, Automotive Parts,Line B,Advanced Materials Inc.,09/06/2023,-6.99,7,Maintenance,Medium,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
1.54,0.83,0.94,1.39,1.36,0.9,4.23, Precision Components,Line E,Industrial Innovations LLC,21/09/2023,2.99,16,Logistics,New,High,Complex,Medium,High_Consumption,Moderate,High
0.52,1.25,0.62,0.89,0.46,0.07,-0.68, Automotive Parts,Line B,GlobalTech Components,19/12/2023,-0.36,20,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
-0.9,-0.27,-1.05,-0.46,-0.64,-0.22,-5.47, Industrial Equipment,Line D,Apex Industrial Solutions,18/01/2023,-39.37,21,Production,Old,Medium,Moderate,Low,Medium_Consumption,Moderate,Medium
0.5,0.41,0.48,0.99,1.28,0.92,4.09, Electronics,Line A,Industrial Innovations LLC,22/06/2023,4.36,14,Quality_Control,New,High,Complex,Medium,High_Consumption,Moderate,High
0.94,1.56,1.7,1.58,2.04,1.6,4.24, Industrial Equipment,Line D,NorthStar Manufacturing,18/12/2023,3.49,17,Logistics,New,High,Complex,High,High_Consumption,Flexible,High
0.53,1.22,1.02,0.87,1.3,0.8,2.05, Precision Components,Line E,TechCore Suppliers,02/02/2023,2.01,6,Production,New,High,Moderate,High,High_Consumption,Flexible,Medium
-0.69,-0.04,-0.5,-0.26,-0.27,0.26,-1.24, Consumer Goods,Line C,TechCore Suppliers,18/09/2023,-6.8,15,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.08,1.12,1.66,1.38,0.62,1.25,4.91, Industrial Equipment,Line D,Precision Parts Supply,29/07/2023,3.54,6,Logistics,New,High,Complex,High,Medium_Consumption,Flexible,High
-1.8,-1,-1.49,-1.73,-1.68,-1.6,-4.12, Automotive Parts,Line B,MegaManufacturing Resources,26/11/2023,9.26,16,Quality_Control,Old,Low,Simple,Low,Low_Consumption,Moderate,Low
0.71,0.51,0.3,-0.35,0.58,0.79,5.37, Electronics,Line A,EuroTrade Supplies,13/06/2023,1.89,3,Logistics,Medium,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.05,-1.09,-1.71,-1.29,-1.88,-1.55,-8.63, Automotive Parts,Line B,EuroTrade Supplies,05/01/2023,328.5,11,Quality_Control,Old,Low,Simple,Low,Low_Consumption,Moderate,Low
-1.42,-1.22,-0.67,-0.97,-0.54,-0.7,-3.52, Automotive Parts,Line B,Quantum Resource Group,03/02/2023,12.68,12,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Rigid,Medium
-0.86,-1.84,-1.74,-1.68,-1.81,-1.83,-6.69, Industrial Equipment,Line D,NorthStar Manufacturing,07/10/2023,-28.09,3,Quality_Control,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
-0.15,0.45,-0.01,-0.64,-0.38,-0.6,-2.2, Electronics,Line A,EuroTrade Supplies,25/05/2023,-2.07,20,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.44,0.61,0.11,-0.1,0.19,-0.14,-1.8, Consumer Goods,Line C,EuroTrade Supplies,17/12/2023,-1.5,0,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.4,0.01,-0.22,0.44,0.08,-0.02,0.54, Automotive Parts,Line B,Industrial Innovations LLC,12/03/2023,0.46,0,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.5,0.71,0.74,-0.11,0.45,-0.64,1.01, Electronics,Line A,Apex Industrial Solutions,14/12/2023,1.01,6,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.61,1.26,1.93,1.04,1.91,1.46,6, Consumer Goods,Line C,NorthStar Manufacturing,18/08/2023,6.7,8,Logistics,New,High,Complex,High,High_Consumption,Flexible,High
1.35,1.2,1.21,1.4,0.53,1.01,6.32, Automotive Parts,Line B,Precision Parts Supply,05/05/2023,3.23,0,Quality_Control,New,High,Complex,High,Medium_Consumption,Flexible,High
-0.21,0.86,-0.36,0.72,0.45,-0.24,-0.4, Electronics,Line A,Apex Industrial Solutions,05/10/2023,-0.88,15,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.41,0.05,-0.16,0.66,-0.65,0.33,-1.51, Industrial Equipment,Line D,Precision Parts Supply,28/09/2023,-1.71,17,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.81,-1.11,-1.02,-0.57,-0.13,-0.89,-3.55, Automotive Parts,Line B,NorthStar Manufacturing,23/12/2023,-12.85,21,Logistics,Old,Medium,Moderate,Medium,Medium_Consumption,Rigid,Medium
-1.34,-0.79,-0.52,-0.45,-0.3,-0.73,-2.7, Automotive Parts,Line B,GlobalTech Components,15/01/2023,12.72,14,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.18,-1.36,-1.42,-1.73,-1.58,-1.66,-9.46, Electronics,Line A,GlobalTech Components,30/08/2023,59.16,5,Maintenance,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
2.47,2.56,1.99,1.69,1.66,1.42,11.33, Automotive Parts,Line B,EuroTrade Supplies,02/06/2023,2.61,1,Production,New,High,Complex,High,High_Consumption,Flexible,High
-0.49,-0.47,0.93,0.47,0.72,-0.15,-2.31, Consumer Goods,Line C,Quantum Resource Group,22/02/2023,-8.2,8,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.2,-0.87,-1.69,-1.25,-1.42,-0.76,-6.96, Automotive Parts,Line B,TechCore Suppliers,29/05/2023,20.55,3,Maintenance,Old,Medium,Simple,Low,Low_Consumption,Moderate,Low
-0.17,-0.24,0.27,-0.89,-1.66,-1.29,-3.73, Precision Components,Line E,Industrial Innovations LLC,24/12/2023,-6.72,12,Maintenance,Medium,Low,Moderate,Medium,Low_Consumption,Moderate,Medium
-0.83,-1.12,-0.36,-0.22,-0.43,0.16,-3.39, Consumer Goods,Line C,EuroTrade Supplies,07/08/2023,-12.15,22,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Rigid,Medium
1.7,1.9,2.37,2.04,1.7,1.88,8.55, Electronics,Line A,MegaManufacturing Resources,23/04/2023,2.22,21,Production,New,High,Complex,High,High_Consumption,Flexible,High
0.01,-0.74,-0.45,-0.5,-0.34,0.11,1.81, Consumer Goods,Line C,GlobalTech Components,15/10/2023,3.58,10,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.15,0.4,-0.08,-0.1,0.51,0.2,-0.91, Precision Components,Line E,EuroTrade Supplies,04/10/2023,-1.61,12,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.05,-0.27,-0.93,-0.58,-0.73,-0.61,0.92, Precision Components,Line E,TechCore Suppliers,24/03/2023,-34.53,10,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.19,0.6,1.52,1.15,1.1,1.04,6.24, Automotive Parts,Line B,Precision Parts Supply,06/08/2023,3.42,18,Production,New,High,Complex,High,Medium_Consumption,Moderate,High
-0.02,0.62,-0.27,0.09,-0.12,-0.53,-0.08, Automotive Parts,Line B,Precision Parts Supply,14/08/2023,-0.13,7,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.03,0.39,-0.14,0.25,-0.01,0.06,0.43, Industrial Equipment,Line D,Advanced Materials Inc.,27/09/2023,-19.49,6,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.19,-0.63,-0.79,0.44,0.16,0.15,4.14, Consumer Goods,Line C,Industrial Innovations LLC,15/01/2023,5.93,15,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.07,-0.29,0.44,0.29,0.3,-0.18,-1.25, Industrial Equipment,Line D,Quantum Resource Group,17/10/2023,-0.82,2,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.84,-0.81,-0.86,-1.01,-1.2,-1.02,-6.74, Precision Components,Line E,Precision Parts Supply,05/12/2023,-76.04,16,Quality_Control,Old,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
1.15,0.81,0.44,1.58,0.67,1.1,3.39, Automotive Parts,Line B,Advanced Materials Inc.,22/09/2023,2.53,17,Logistics,New,High,Complex,Medium,Medium_Consumption,Moderate,High
-0.54,-0.06,0.16,-0.2,0.1,0.76,0.27, Automotive Parts,Line B,GlobalTech Components,18/07/2023,0.93,14,Maintenance,Medium,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
2.04,1.46,1.1,1.36,1.44,1.47,4.2, Automotive Parts,Line B,Precision Parts Supply,07/06/2023,2.49,16,Quality_Control,New,High,Complex,High,High_Consumption,Flexible,High
-0.8,-0.81,-0.71,-0.61,-0.53,-0.39,-3.12, Electronics,Line A,Quantum Resource Group,29/11/2023,-31.3,10,Production,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.24,-0.11,-0.54,-0.23,-0.31,-1.02,0.98, Precision Components,Line E,EuroTrade Supplies,26/07/2023,0.65,4,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.06,-0.54,-0.66,-0.37,-0.54,-0.61,-1.94, Automotive Parts,Line B,TechCore Suppliers,23/06/2023,-3.09,15,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.25,-0.97,-0.71,-0.93,-0.87,-1.06,-5.29, Precision Components,Line E,MegaManufacturing Resources,03/07/2023,33.36,14,Quality_Control,Old,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
-0.83,-0.75,0.2,-0.81,-0.87,-1.12,-4.53, Automotive Parts,Line B,Precision Parts Supply,22/09/2023,-49.65,9,Quality_Control,Medium,Low,Moderate,Medium,Low_Consumption,Moderate,Medium
0.21,1.73,0.48,0.66,0.99,0.78,5.55, Consumer Goods,Line C,MegaManufacturing Resources,03/09/2023,6.45,13,Logistics,New,High,Moderate,Medium,Medium_Consumption,Flexible,Medium
-0.92,-0.74,-0.24,0.04,-0.13,0.45,-2.71, Precision Components,Line E,MegaManufacturing Resources,05/02/2023,-27.82,1,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.75,0.14,0.5,0.08,0.71,0.66,5.65, Industrial Equipment,Line D,MegaManufacturing Resources,16/09/2023,5.49,15,Production,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.36,0.79,0.24,0.29,1.12,0.22,5.31, Electronics,Line A,Apex Industrial Solutions,19/01/2023,9.99,18,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.17,-0.03,0.2,0.24,0.09,0.02,1.04, Industrial Equipment,Line D,MegaManufacturing Resources,23/01/2023,1.51,7,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.53,-1.45,-1.32,-0.31,-0.65,-0.59,-4.81, Precision Components,Line E,Apex Industrial Solutions,14/04/2023,14.62,14,Logistics,Old,Medium,Moderate,Low,Medium_Consumption,Rigid,Medium
0.62,0.4,0.64,0.78,1.04,0.06,4.74, Automotive Parts,Line B,TechCore Suppliers,29/08/2023,5.56,9,Maintenance,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.07,-0.76,-1.36,-1.07,-0.72,-0.78,-2.8, Precision Components,Line E,MegaManufacturing Resources,27/12/2023,20.96,4,Quality_Control,Old,Medium,Simple,Low,Medium_Consumption,Moderate,Low
-0.49,0.42,0.63,-0.31,-0.57,-0.5,-2.14, Electronics,Line A,Advanced Materials Inc.,23/07/2023,-3.8,19,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.15,0.62,1.1,1.08,0.93,0.86,3.8, Precision Components,Line E,MegaManufacturing Resources,10/09/2023,3.01,15,Quality_Control,New,High,Complex,High,Medium_Consumption,Moderate,High
-0.11,-0.31,-0.18,-0.6,-0.15,-0.66,-4.03, Automotive Parts,Line B,NorthStar Manufacturing,22/05/2023,-3.63,20,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.48,-1.82,-1.19,-2.39,-2.06,-1.01,-7.42, Industrial Equipment,Line D,Industrial Innovations LLC,29/10/2023,10.91,21,Quality_Control,Old,Medium,Simple,Low,Low_Consumption,Rigid,Low
0.2,0.81,0.64,0.31,-0.18,0.62,3.18, Consumer Goods,Line C,Advanced Materials Inc.,23/05/2023,5.06,11,Logistics,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.47,1.46,0.56,1.57,1.08,0.75,2.39, Industrial Equipment,Line D,Quantum Resource Group,28/09/2023,0.98,22,Maintenance,New,High,Complex,Medium,Medium_Consumption,Flexible,High
0.27,-0.25,-0.02,-0.21,-0.59,-0.18,-1.62, Automotive Parts,Line B,Precision Parts Supply,03/11/2023,-1.91,12,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.5,-1.39,-0.79,-1.01,-1.09,-0.63,-6.84, Automotive Parts,Line B,TechCore Suppliers,20/04/2023,-24.77,8,Logistics,Old,Medium,Moderate,Medium,Low_Consumption,Rigid,Medium
1.08,0.36,0.93,0.75,1.42,0.86,2.85, Electronics,Line A,TechCore Suppliers,08/01/2023,2.46,16,Logistics,New,High,Moderate,Medium,High_Consumption,Moderate,Medium
0,0.83,-0.2,0.04,0.46,1.17,2.88, Precision Components,Line E,NorthStar Manufacturing,10/03/2023,2.58,19,Production,Medium,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.19,-0.31,0.38,-0.51,-0.51,-0.37,-2.54, Precision Components,Line E,NorthStar Manufacturing,09/07/2023,-5.99,11,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.76,2.15,1.1,1.68,1.12,0.64,5.54, Industrial Equipment,Line D,NorthStar Manufacturing,28/06/2023,1.57,4,Logistics,New,Medium,Complex,High,Medium_Consumption,Flexible,High
1.15,0.1,0.02,0.33,0.45,0.27,-1.02, Consumer Goods,Line C,NorthStar Manufacturing,04/03/2023,-0.24,23,Production,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.46,0.97,1,0.52,0.01,0.63,3.3, Consumer Goods,Line C,NorthStar Manufacturing,09/03/2023,4.28,11,Production,New,Medium,Moderate,High,Medium_Consumption,Flexible,Medium
1.45,1.69,1,0.92,0.47,1.3,5.53, Electronics,Line A,GlobalTech Components,25/07/2023,2.72,0,Maintenance,New,High,Moderate,High,Medium_Consumption,Flexible,Medium
0.86,1.14,1.79,1.76,1.4,1.38,5.59, Automotive Parts,Line B,EuroTrade Supplies,06/01/2023,2.7,19,Logistics,New,High,Complex,High,High_Consumption,Flexible,High
-0.46,-0.69,-0.59,-0.69,-0.97,-0.47,-3.52, Electronics,Line A,TechCore Suppliers,29/04/2023,-11.18,15,Maintenance,Old,Medium,Moderate,Medium,Low_Consumption,Moderate,Medium
0.78,0.25,0.28,0,0.35,-0.2,1.5, Precision Components,Line E,NorthStar Manufacturing,09/11/2023,1.6,11,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.77,0.55,-0.08,0.13,0.2,-0.03,-0.22, Automotive Parts,Line B,Precision Parts Supply,31/01/2023,-0.23,8,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.22,1.57,1.36,1.15,1.62,1.52,4.3, Electronics,Line A,GlobalTech Components,06/01/2023,2.9,12,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
-0.94,-0.98,-1.02,-0.92,-1,-1.2,-1.77, Industrial Equipment,Line D,Advanced Materials Inc.,26/07/2023,-51.38,16,Maintenance,Old,Low,Moderate,Medium,Low_Consumption,Moderate,Medium
-0.86,-0.98,-0.6,-0.1,-0.3,0.15,-3.3, Precision Components,Line E,Advanced Materials Inc.,06/06/2023,-41.27,16,Maintenance,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.8,0.3,0.59,0.96,0.81,0.85,3.39, Consumer Goods,Line C,Apex Industrial Solutions,08/03/2023,1.13,3,Maintenance,New,High,Complex,Medium,Medium_Consumption,Moderate,High
1.52,0.75,0.42,1.29,0.77,1.15,6.67, Electronics,Line A,EuroTrade Supplies,26/11/2023,3.71,13,Production,Medium,High,Complex,Medium,Medium_Consumption,Moderate,High
-0.13,-0.3,-0.3,0.33,0.63,1.3,7.61, Precision Components,Line E,Advanced Materials Inc.,19/12/2023,10.5,18,Logistics,Medium,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.18,0.36,-0.59,-0.27,0.08,-0.69,-3.05, Precision Components,Line E,NorthStar Manufacturing,02/12/2023,-3.87,6,Quality_Control,Old,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
1.54,1.69,1.71,1.52,1.9,1.74,9.12, Consumer Goods,Line C,TechCore Suppliers,16/10/2023,2.52,2,Production,New,High,Complex,High,High_Consumption,Flexible,High
-0.48,-0.29,0.49,0.83,0.27,0.19,-0.39, Consumer Goods,Line C,Apex Industrial Solutions,20/05/2023,-0.89,0,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.96,0.81,0.85,1.33,1.25,1.74,4.78, Consumer Goods,Line C,Industrial Innovations LLC,27/10/2023,4.62,11,Quality_Control,New,High,Complex,Medium,High_Consumption,Moderate,High
-3.06,-3.01,-2.18,-2.31,-1.73,-2.13,-13.12, Electronics,Line A,GlobalTech Components,13/01/2023,10.21,14,Production,Old,Low,Simple,Low,Low_Consumption,Rigid,Low
1.18,1.36,1.34,0.24,0.44,0.55,2.18, Consumer Goods,Line C,Industrial Innovations LLC,01/06/2023,2,10,Maintenance,New,Medium,Moderate,High,Medium_Consumption,Flexible,Medium
0.6,0.77,1.01,1.44,1.7,1.91,6.07, Industrial Equipment,Line D,Industrial Innovations LLC,09/11/2023,7.22,9,Production,New,High,Complex,High,High_Consumption,Moderate,High
1.41,1.65,1.04,1.64,1.46,0.68,3.8, Precision Components,Line E,NorthStar Manufacturing,18/12/2023,1.26,1,Quality_Control,New,Medium,Complex,High,High_Consumption,Flexible,High
0.86,1.04,1.15,1.32,1.35,0.91,7.14, Consumer Goods,Line C,Industrial Innovations LLC,19/04/2023,2.3,3,Quality_Control,New,High,Complex,High,High_Consumption,Flexible,High
1.6,2.01,1.18,1.32,1.38,1.08,7.11, Precision Components,Line E,Industrial Innovations LLC,22/12/2023,4.93,16,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
0.98,1.16,0.47,0.21,0.96,0.52,4.25, Automotive Parts,Line B,Advanced Materials Inc.,29/05/2023,3.86,16,Production,New,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
0.34,-0.06,0.82,0.48,0.64,0.97,1.83, Automotive Parts,Line B,Quantum Resource Group,23/07/2023,2.34,7,Logistics,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.22,0.41,0.46,-0.14,0.44,-0.39,0.13, Consumer Goods,Line C,Apex Industrial Solutions,03/11/2023,0.07,22,Quality_Control,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.45,0.45,0.84,0.47,0.74,0.89,3.69, Precision Components,Line E,Industrial Innovations LLC,21/01/2023,3.56,13,Production,New,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.4,0.33,0.13,-0.1,0.01,-0.44,-1.84, Automotive Parts,Line B,EuroTrade Supplies,01/03/2023,-0.66,23,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.55,0.51,0.8,1.51,0.86,0.51,3.26, Consumer Goods,Line C,Precision Parts Supply,21/01/2023,1.26,3,Maintenance,New,Medium,Complex,Medium,Medium_Consumption,Moderate,High
-0.73,-0.5,-0.19,-0.7,-0.14,0.47,-2.98, Precision Components,Line E,Apex Industrial Solutions,29/12/2023,-12.34,5,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.25,-0.71,-1.18,-1.01,-0.94,-1.36,-6.11, Consumer Goods,Line C,EuroTrade Supplies,02/09/2023,-9.73,18,Quality_Control,Old,Low,Moderate,Low,Low_Consumption,Moderate,Medium
0.24,-0.05,0.23,0.29,0.26,-0.78,-3.64, Precision Components,Line E,Precision Parts Supply,14/03/2023,-1.46,23,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.19,-0.18,-0.23,-0.43,-0.69,0.08,1.07, Automotive Parts,Line B,Industrial Innovations LLC,17/03/2023,0.79,3,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.1,0.71,0.05,0.44,0.48,0.49,0.46, Consumer Goods,Line C,Quantum Resource Group,05/07/2023,0.36,2,Logistics,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
0.36,0.9,0.99,0.5,0.1,-0.15,4.28, Automotive Parts,Line B,MegaManufacturing Resources,19/03/2023,2.83,19,Logistics,New,Medium,Moderate,High,Medium_Consumption,Flexible,Medium
2.32,2.51,2.14,2.24,2.28,1.85,12.86, Consumer Goods,Line C,TechCore Suppliers,06/03/2023,4.26,5,Maintenance,New,High,Complex,High,High_Consumption,Flexible,High
0.36,1.29,0.1,-0.03,0.28,0.33,-0.44, Electronics,Line A,EuroTrade Supplies,08/12/2023,-0.2,22,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Flexible,Medium
-0.03,0.36,-0.71,0.1,0.1,0.9,-1.36, Automotive Parts,Line B,Industrial Innovations LLC,17/10/2023,-2.09,6,Logistics,Old,High,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.66,-0.12,-0.42,-0.51,0.79,-0.01,3.79, Automotive Parts,Line B,Apex Industrial Solutions,25/02/2023,15.51,13,Quality_Control,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.02,0.4,0.22,0.23,0.05,0.38,4.18, Industrial Equipment,Line D,Advanced Materials Inc.,27/11/2023,8.07,11,Maintenance,Medium,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-1.76,-1.19,-1.13,-1.16,-0.33,-1.14,-5.59, Automotive Parts,Line B,Industrial Innovations LLC,16/09/2023,12.45,15,Maintenance,Old,Low,Simple,Low,Medium_Consumption,Rigid,Low
0.47,0.4,0.94,0.77,1.1,0.48,3.89, Precision Components,Line E,MegaManufacturing Resources,09/07/2023,2.39,19,Production,New,Medium,Moderate,Medium,Medium_Consumption,Moderate,Medium
-0.99,-1.01,-0.89,-1.44,-1.18,-0.74,-6.25, Consumer Goods,Line C,Industrial Innovations LLC,06/01/2023,-1796.41,7,Production,Old,Medium,Simple,Medium,Low_Consumption,Moderate,Low
-1.55,-0.44,-1.73,-1.17,-1.04,-1.42,-5.35, Electronics,Line A,Industrial Innovations LLC,06/01/2023,5.8,22,Quality_Control,Old,Low,Simple,Low,Low_Consumption,Moderate,Low
0.78,1.95,1.59,1.03,0.64,0.91,4.37, Precision Components,Line E,TechCore Suppliers,10/07/2023,1.96,1,Production,New,High,Complex,High,Medium_Consumption,Flexible,High
